author,commits_number,bug_commits_number,total_fix_distance,total_find_bug_time,total_fix_bug_time
Nagarjuna Kristam,38,1,1.0,5110803.0,5110803.0
Mitchel Humpherys,22,1,1.0,4765077.0,4765077.0
Martin Hicks,22,1,1.0,64713334.0,64713334.0
Manikanta Pubbisetty,27,6,7.0,96620629.0,105747651.0
Lionel Debieve,23,1,1.0,11169257.0,11169257.0
Li Bin,24,1,1.0,43180490.0,43180490.0
Koro Chen,22,1,1.0,6160482.0,6160482.0
Kaixu Xia,35,1,1.0,546877.0,546877.0
Justin Chen,23,3,3.0,11275617.0,11275617.0
Jimmy Assarsson,27,2,2.0,87808437.0,87808437.0
Jianxin Xiong,22,3,6.666666666666667,42143029.33333333,184080609.0
Jackie Liu,22,1,2.0,34145.0,740833.0
Harshitha Ramamurthy,22,1,2.0,2309545.0,1990410.0
Ganapatrao Kulkarni,22,4,4.666666666666666,53198482.666666664,55201844.0
Florian Echtler,22,1,1.0,105756116.0,105756116.0
Eric Nelson,22,1,1.0,2321530.0,2321530.0
Diana Craciun,22,1,1.0,6581743.0,6581743.0
Denis Ciocca,22,3,8.0,159692908.0,278321986.0
Chenbo Feng,22,6,6.714285714285714,9536481.142857142,9782851.0
Carlos Santa,22,2,3.0,21145969.0,37305323.0
Bryan Whitehead,22,4,4.0,25338768.0,25338768.0
Bogdan Purcareata,22,1,1.0,3472030.0,3472030.0
Bard liao,22,1,1.0,2397038.0,2397038.0
Artem Savkov,22,1,1.0,43698.0,43698.0
Annaliese McDermond,22,1,1.0,1100286.0,1100286.0
anish kumar,22,2,2.75,118887123.0,166778550.75
Andrew Vagin,22,3,7.5,276618944.0,394234829.0
Adam Lee,22,1,1.0,24143258.0,24143258.0
York Sun,23,1,2.0,10783008.5,37796680.5
Vincent Pelletier,23,1,1.0,20532586.0,20532586.0
Vadim Lomovtsev,23,5,6.333333333333334,80940298.66666667,84652722.0
Tony Krowiak,23,1,1.4285714285714286,6896826.857142857,12069446.0
Sundar Iyer,23,1,1.0,259566976.0,259566976.0
Roman Volkov,23,1,2.0,2282794.5,4565587.0
Roman Byshko,23,1,1.0,3255329.0,3255329.0
Rohit Vaswani,23,1,1.0,12906073.0,12906073.0
Reza Arbab,23,2,2.25,14240725.5,18172755.0
Qiao Zhou,23,2,2.75,328914620.25,336104401.0
Peng Ma,26,2,2.0,40613692.0,40613692.0
Mike Manning,23,4,4.0,22157900.0,22157900.0
Meghana Madhyastha,23,1,1.0,3013479.0,3013479.0
Matt Evans,23,1,2.0,80236274.0,158566643.0
Joshua Kinard,26,3,3.5,36173747.5,47914414.0
Jim Qu,23,1,1.0,24280211.0,24280211.0
Ioannis Valasakis,23,1,1.0,166602.0,166602.0
Hoegeun Kwon,23,1,1.0,3687402.0,3687402.0
Eddie Huang,23,1,1.0,-17258444.0,-17258444.0
Daniel Walter,23,1,3.0,178228538.5,221717906.0
Craig Shelley,23,1,6.0,119645633.0,345250016.0
Chen Feng,23,3,4.0,95851133.0,126423325.0
Calvin Owens,23,1,1.0,14478263.0,14478263.0
Arturo Borrero,21,3,6.5,203125382.5,298560835.0
Aaron Ma,25,1,1.0,14305449.0,14305449.0
Zhiyong Tao,24,1,1.0,1019635.0,1019635.0
Zaibo Xu,24,2,2.0,2462621.0,2462621.0
Yongqiang Niu,24,1,1.0,15031367.0,15031367.0
Wei Huang,24,4,4.0,90596246.0,90596246.0
Srinath Mannam,24,4,5.0,26451522.0,42575119.0
Slawomir Stepien,24,1,1.0,1799004.0,1799004.0
Shreyas NC,28,1,1.0,67602713.0,67602713.0
Scott Bauer,24,2,2.2,1049255.2,1242684.0
Satheeshakrishna M,24,1,2.0,23423186.0,38537663.0
Rohit kumar,24,3,3.0,19023514.0,19023514.0
Mircea Caprioru,25,2,3.0,3746530.0,5604758.0
Mike Leach,45,1,1.0,41624741.0,41624741.0
Levente Kurusa,24,2,2.0,178209119.66666666,178209119.66666666
Kirti Wankhede,34,4,4.5,83292525.0,83857958.0
Jouni Hogander,24,3,3.0,2308917.0,2308917.0
Hoan Tran,24,1,1.0,3947326.0,3947326.0
Haozhong Zhang,24,1,3.0,77295181.0,107887440.0
Guy Levi,24,7,7.5,63791686.5,66556815.0
Farhan Ali,29,2,2.0,3279132.0,3279132.0
Eddie Dong,24,1,3.0,14082119.0,392383614.0
Ed Blake,24,1,1.0,9955322.0,9955322.0
Benjamin Li,24,1,2.0,129797990.0,397703879.0
Arun Parameswaran,24,2,2.0,42603184.0,42603184.0
Arron Wang,24,2,4.0,1161025.0,228596891.0
Andreas Faerber,24,1,1.0,15124984.0,15124984.0
Andrea Adami,24,1,1.0,73463078.0,73463078.0
Alex Nixon,24,1,2.0,19272733.0,332534947.0
Alex Ng,24,2,2.0,44357372.0,44357372.0
Ahmad Masri,24,1,1.0,540186.0,540186.0
Zhaoyang Liu,25,2,3.0,21957691.0,54120817.0
yangbo lu,25,1,1.0,4116541.0,4116541.0
Xiaolei Li,25,2,3.5,22526244.0,61882858.0
Will Drewry,25,1,2.0,32860711.0,212262091.0
Vincent Bernat,26,3,3.333333333333333,15543879.0,19724577.0
Vijay Khemka,27,1,1.0,16353013.0,16353013.0
Samuel Mendoza-Jonas,25,4,4.0,4308081.0,4308081.0
Robert Nelson,25,1,1.0,37594270.0,37594270.0
olivier moysan,25,3,3.9523809523809526,147605695.85714287,165343842.9047619
Max Kellermann,25,3,4.333333333333334,43055879.333333336,119531345.0
Marcin Niestroj,25,2,2.0,36192897.0,36192897.0
Liang Chen,25,2,3.0,56033771.0,68195598.0
Igal Liberman,25,4,4.5,90060959.0,97015676.0
Greg Hackmann,25,3,5.0,33971173.0,115010362.0
fred gao,25,4,6.333333333333334,27889032.5,56498492.0
Denis CIOCCA,25,4,13.3,244661014.23333335,457218099.0
Daniel Jordan,36,1,1.0,679806.0,679806.0
Christophe Lombard,25,5,6.0588235294117645,80827289.23529412,97398884.0
Chandra Konduru,25,4,17.5,57459297.0,161439915.0
Balakrishna Godavarthi,26,3,3.857142857142857,19542126.42857143,23053599.0
Ashish Jangam,25,1,1.0,199434723.0,199434723.0
Andrew Price,25,1,1.0,16509958.0,16509958.0
Al Stone,25,3,3.0,73327146.0,73327146.0
Alexey Kuznetsov,25,1,4.111111111111111,128901354.83333333,265323888.2222222
Aleksander Morgado,25,1,2.0,40735554.0,48784769.0
zhangyi (F),27,1,2.0,31716916.0,31716917.0
Vahram Aharonyan,26,1,1.0,71656373.0,71656373.0
Upinder Malhi,24,2,2.0,125096217.0,125096217.0
Tal Gilboa,27,7,12.0,119805072.5,144225668.0
Suman Tripathi,26,1,1.0,348480.0,348480.0
Simon Kagstrom,26,1,6.0,51609789.0,254669813.0
Shlomo Pongratz,26,4,8.0,358928398.0,615029627.0
Scott Teel,26,1,1.0,647482.0,647482.0
Naresh Gottumukkala,26,1,4.0,1650907.0,124071817.0
Muralidharan Karicheri,26,3,7.0,292871026.5,761013486.0
Mordechay Goodstein,43,2,2.0,16514899.0,16514899.0
Lorenz Bauer,43,1,1.6666666666666667,11753282.333333334,25442975.0
Jonas Jensen,26,2,2.0,153369688.0,153369688.0
Jia He,28,1,1.0,22048677.0,22048677.0
Jason Liu,26,1,2.0,16991964.0,17492910.0
Ivan Mikhaylov,28,1,1.0,10946485.0,10946485.0
Giovanni Cabiddu,26,1,1.0,2873081.0,2873081.0
Frank Haverkamp,26,1,1.0,150238641.0,150238641.0
Florent Fourcot,26,3,8.0,33667970.5,371349167.0
Enrico Weigelt,26,1,1.0,11738662.0,11738662.0
Durgadoss R,26,1,1.0,1178444.0,1178444.0
David Windsor,26,1,1.0,36176540.0,36176540.0
Bernard Metzler,27,11,13.346604215456676,24567008.725995317,35144382.0
Beniamin Bia,27,1,1.0,12611226.0,12611226.0
Aviad Krawczyk,26,3,3.0,24203400.0,24203400.0
Ashwin Chaugule,26,4,4.0,65760127.0,65760127.0
Arindam Nath,41,1,2.0,132991441.0,274503929.0
Animesh Manna,33,2,3.0,166398.0,6734944.0
Andrew Gabbasov,26,2,4.666666666666666,104213299.33333333,165112211.0
Adrian-Ken Rueegsegger,26,1,1.0,344696109.0,344696109.0
Vignesh Raghavendra,43,3,3.0,17468200.0,17468200.0
Shreyas Bhatewara,27,1,4.666666666666667,57937158.0,86490650.0
Sarveshwar Bandi,27,1,4.333333333333333,41394111.0,297069246.0
Rajiv Andrade,27,1,7.0,151902418.0,264356059.0
Michael Kelley,30,1,1.0,24035911.0,24035911.0
Liam Breck,27,1,2.0,44542876.0,56055518.0
Leif Lindholm,27,3,4.0,9509665.0,37607009.0
Kiran Gunda,30,2,2.0,10041178.0,10041178.0
Jean-Jacques Hiblot,27,1,2.0,1.0,3009830.0
Jan Sokolowski,27,2,2.2,14202753.8,14202754.0
Janakarajan Natarajan,28,3,3.2,93467337.2,98667296.0
Jacob Chen,27,2,2.0,1567493.0,1567493.0
Harsha Sharma,27,2,2.0,25668361.0,25668361.0
Harish Zunjarrao,27,1,1.0,301632042.0,301632042.0
Haibo Chen,45,2,2.75,69397453.5,75751979.0
Biao Huang,28,2,2.0,21263603.0,21263603.0
Aviv Heller,27,4,4.666666666666667,140114626.6666667,154718948.0
Adriana Reus,27,1,1.0,22443505.0,22443505.0
abdoulaye berthe,28,1,1.0,47611970.0,47611970.0
Aaron Conole,27,4,4.333333333333333,72304019.66666667,76909897.33333333
Wang Dongsheng,28,2,2.0,28378831.75,28378831.75
Vikram Pandita,28,1,4.4,184616982.2,328038160.0
Varadarajan Narayanan,28,2,2.0,2284853.0,2284853.0
Tristram Ha,28,1,1.0,29677600.0,29677600.0
Rongjun Ying,28,1,1.0,128369009.0,128369009.0
Ramakrishna Pallala,28,2,3.0,36693485.0,123454692.0
Philip Avinash,28,1,2.7777777777777777,36107043.11111111,75314220.22222222
Omer Shpigelman,47,2,2.0,7172210.0,7172210.0
Ming Lin,28,1,1.0,23731887.0,23731887.0
Minas Harutyunyan,29,1,1.0,7084540.0,7084540.0
Maciej Fijalkowski,28,4,7.0,37320824.0,45302110.0
KOVACS Krisztian,28,1,4.5,33571391.0,390406890.0
Kevin Liu,28,1,1.3333333333333333,42177989.0,58407262.0
Kelsey Skunberg,29,1,1.0,209618.0,209618.0
Julius Werner,29,1,1.0,10007865.0,10007865.0
Juerg Haefliger,28,1,1.5,204245300.0,382995483.0
Jiri Bohac,28,1,1.0,581831.0,581831.0
Jianbo Liu,30,4,4.25,15804227.5,17771964.0
Jakub Pawlowski,28,1,2.0,8250507.0,135395863.0
Henry Orosco,28,2,3.0,54834174.0,81958358.0
Gabriele Mazzotta,28,1,1.25,158188.0,210917.0
Felix Beck,28,1,2.0,19113423.0,221950389.0
Fan Li,28,1,3.0,3028192.0,45194731.0
Cheng-Yi Chiang,28,2,2.0,2781129.0,2781129.0
Brad Volkin,28,1,2.0,3198473.0,125099332.0
Ben Zhang,28,3,3.0,3074967.0,3074967.0
Andreas Dannenberg,28,1,1.0,133057580.0,133057580.0
Andrea Bittau,28,1,1.0,374063549.0,374063549.0
Alexandru Gheorghe,28,1,1.0,78592.0,78592.0
Steve Dickson,29,1,1.0,38210681.0,38210681.0
Sriharsha Basavapatna,29,1,2.6666666666666665,37224701.0,92470469.33333333
Somya Anand,29,1,3.0,5769686.0,99700431.0
Shiju Jose,29,4,4.5,15913458.25,19905248.25
Salil Mehta,29,12,16.066666666666666,196622059.8,220560778.0
Rakesh Pandit,29,1,1.0,1944054.0,1944054.0
Ping Gao,29,3,4.5,16396877.5,23076212.0
Petr Kulhavy,29,2,2.0,7069011.0,7069011.0
Pan Xinhui,29,2,4.0,26293647.0,84968255.0
Mark Salyzyn,29,1,3.5,66368018.5,122355862.0
Keshava Munegowda,29,2,4.5,20752161.0,212367498.0
John Linn,29,2,5.0,227823675.0,446656988.2
Ilias Apalodimas,32,6,6.809523809523809,34145331.38095238,41566404.0
Harald Geyer,29,1,1.0,19866078.0,19866078.0
Guneshwor Singh,29,1,1.0,94787272.0,94787272.0
Fabio Falzoi,29,1,1.0,438940.0,438940.0
Dmitry Bezrukov,33,2,2.0,564071.0,564071.0
David VomLehn,29,4,7.0,96621517.0,153690834.0
Ben Gamari,29,2,2.0,28358022.0,28358022.0
Vincent Cuissard,30,6,7.583333333333333,216848272.58333334,279828219.0
Vaidyanathan Srinivasan,30,1,3.0,12610204.0,189748658.0
Tim Bird,30,1,1.0,2086909.0,2086909.0
Thomas Huehn,30,2,3.0,1653257.0,28822622.0
Thomas Garnier,30,6,8.333333333333334,47456490.0,74285582.0
Siva Rebbagondla,30,3,4.0,20194469.0,75352681.0
Sergey Ryazanov,36,1,1.0,104783488.0,104783488.0
Sawan Chandak,30,2,3.0,23923686.0,24286294.0
Robert Bragg,30,3,4.0,5791951.0,7768168.0
Raju Rangoju,30,4,4.333333333333333,90029565.0,90201834.0
Rahul Bedarkar,30,1,1.0,10823855.0,10823855.0
Quentin Perret,34,2,2.0,1884933.0,1884933.0
Peter Robinson,30,1,1.0,12123974.0,12123974.0
Kimberly Brown,30,1,1.0,2541119.0,2541119.0
Jonghwa Lee,30,3,6.5,45658082.5,184266403.0
Jon Cooper,30,3,4.6,30578815.4,33523508.0
Jag Raman,30,1,1.0,896946.0,896946.0
Jaewon Kim,34,3,3.0,42045222.0,42045222.0
Hyungwon Hwang,30,1,2.0,21077796.0,91658271.0
Geordan Neukum,31,1,1.0,27853.0,27853.0
Gang He,31,1,1.0,40698697.0,40698697.0
Fu Wei,30,1,1.0,3264087.0,3264087.0
David Jander,30,1,2.0,124308630.0,157673918.0
Codrin Ciubotariu,38,2,2.0,13271059.0,13271059.0
Aruna Balakrishnaiah,30,1,3.5,78326133.0,164427852.0
Antony Pavlov,30,1,2.0,3.0,25164846.0
Abhi Das,30,1,1.0,18986109.0,18986109.0
Yonatan Cohen,31,7,12.666666666666668,42114902.0,68562358.0
Weinan Li,31,1,1.0,3924260.0,3924260.0
Vlad Dogaru,31,2,8.0,161247442.0,436250621.0
Vincent Whitchurch,33,1,1.0,6321244.0,6321244.0
Vijendar Mukunda,48,4,4.0,7393170.0,7393170.0
Shradha Shah,31,2,4.5,55074593.5,112437792.0
Ruslan Bilovol,31,3,3.0,82006469.0,82006469.0
Ramesh Shanmugasundaram,31,2,4.0,75361563.0,165556971.0
Puranjay Mohan,31,1,1.0,668044.0,668044.0
Patrick Bellasi,31,9,12.166666666666666,70514023.83333333,89449176.0
Maninder Singh,37,2,2.0,83707770.0,83707770.0
Kristian Evensen,31,5,5.0,69860647.0,69860647.0
Koji Matsuoka,32,2,2.666666666666667,60750828.666666664,81068027.0
Juliana Rodrigues,31,2,2.0,17876954.0,17876954.0
Josh Hunt,31,1,1.0,2859174.0,2859174.0
Jerry Snitselaar,31,2,2.0,2132875.0,2132875.0
Jeremy Cline,33,2,2.0,39458997.0,39458997.0
Ilya Lesokhin,31,4,7.125,33809779.5,57660687.0
Halil Pasic,31,4,8.333333333333332,87346999.33333334,110714816.0
Guo Chao,31,1,4.0,9842014.0,64193285.0
Gregor Boirie,31,5,6.2,75197233.2,89735221.0
Feng Kan,31,2,3.0,15432335.5,19010185.0
Chander Kashyap,31,2,5.0,60190778.25,160067937.0
Brian Starkey,31,2,2.0,75861928.0,75861928.0
Bernie Thompson,31,1,2.0,108568575.0,226517647.0
A.s. Dong,31,6,9.0,87745482.0,118365312.0
Armen Baloyan,31,2,3.0,230030844.0,263597254.0
Anand Moon,31,1,2.0,1.0,8023422.0
Alexander Kochetkov,31,2,2.0,39476935.0,39476935.0
Zenghui Yu,38,1,1.0,312702.0,312702.0
yu kuai,40,1,1.0,1429581.0,1429581.0
Yuantian Tang,36,1,1.0,10865319.0,10865319.0
Wen Congyang,32,1,4.0,12713807.0,112375034.5
Wei Hu(Xavier),32,7,16.71060606060606,188869307.5409091,295772990.55
Tuong Lien,47,3,3.0,11292664.0,11292664.0
Sai Praneeth,21,3,5.0,144529468.0,153021553.0
Qiuxu Zhuo,35,4,4.0,42627417.0,42627417.0
Pramod Kumar,32,4,6.777777777777778,81318710.0,187156479.0
Pierre Morel,44,4,4.333333333333333,39939190.0,40603915.0
Philippe Schenker,34,1,1.0,1130250.0,1130250.0
Phil Carmody,32,1,1.0,17415149.0,17415149.0
Pavel Belous,32,1,1.0,1827035.0,1827035.0
Nikita Danilov,33,3,3.25,7167781.0,9264085.0
Morten Rasmussen,32,3,3.666666666666667,68722732.66666667,92489715.0
Michael Guralnik,38,2,2.0,5760867.0,5760867.0
Lars Poeschel,32,2,2.333333333333333,173417639.0,173848492.0
Kevin Coffman,32,1,2.0,184796093.0,253414456.0
Kamil Konieczny,33,1,1.0,610870.0,610870.0
Jonathan Austin,32,1,1.0,20452008.0,20452008.0
Jike Song,32,3,7.833333333333333,15686168.166666668,44154502.166666664
Igor Konopko,32,1,1.0,908606.0,908606.0
Eugene Crosser,32,5,7.730769230769231,318269468.0,371211242.7692308
Eric Whitney,45,1,1.0,6682977.0,6682977.0
Dominique Martinet,34,1,1.0,11056129.0,11056129.0
Dmitry Bogdanov,45,6,7.2,95272325.95,115188990.0
Colin Xu,33,1,1.0,48565934.0,48565934.0
andrew hendry,32,1,1.0,266486001.0,266486001.0
Adrian McMenamin,32,1,2.0,13206000.0,398744484.0
Yufen Yu,35,2,2.0,4748486.0,4748486.0
Yang Zhang,33,2,5.5,142644393.3333333,195889485.3333333
Xue jiufei,33,1,1.0,18364340.6,18364340.6
Vandita Kulkarni,40,1,1.0,6635095.0,6635095.0
Tomasz Duszynski,36,2,2.0,7711235.0,7711235.0
Olliver Schinagl,33,3,3.0,20979086.0,20979086.0
Nadia Derbey,33,1,2.0,36770951.0,196265162.0
Mihail Atanassov,33,1,3.0,24194820.5,25821128.0
Mattias Wallin,33,1,1.0,256337748.0,256337748.0
Matthew Leach,33,2,3.0,96455157.8,167151596.0
Kever Yang,33,3,4.0,35733126.66666667,40190967.0
Iuliana Prodan,51,2,3.0,13563139.0,14147884.0
Giulio Benetti,34,1,1.0,3346296.0,3346296.0
Elise Lennion,33,1,1.048780487804878,1017210.0487804879,1069372.0
Dean Jenkins,33,1,1.2,54399273.4,57328595.0
Amritha Nambiar,34,6,6.361111111111111,63794832.5,67635603.44444445
Aleksey Makarov,33,1,1.0,10398666.0,10398666.0
Yixian Liu,40,5,5.555555555555555,37049629.222222224,37331187.0
Yauhen Kharuzhy,34,1,1.0,1275755.0,1275755.0
Satish Kharat,34,1,1.0,19054768.0,19054768.0
R Sricharan,34,3,9.714285714285715,80616158.14285713,197613870.0
Roy Pledge,35,2,2.0,7370387.0,7370387.0
Peter Hutterer,34,1,1.0,1081279.0,1081279.0
Micky Ching,34,1,1.0,118815488.0,118815488.0
Michael Wu,34,1,2.0,259245234.0,292572357.0
Matti Gottlieb,34,4,7.0,53245259.0,73995150.0
Ladi Prosek,34,2,3.3333333333333335,3765186.6666666665,10246974.0
Jian-Hong Pan,37,5,6.6,12039678.2,18718402.0
Insu Yun,34,1,1.0,4317019.0,4317019.0
Feng Wu,34,2,2.0,64686816.0,64686816.0
Dongli Zhang,37,1,1.0,642181.0,642181.0
Dmitry Kalinkin,34,1,1.0,1486653.0,1486653.0
David Matlack,36,1,1.5,117792178.5,140998506.0
David Lebrun,34,7,9.2,197746622.8,240646838.0
Chris Chiu,40,2,4.0,17118459.0,17301867.0
Alex Gartrell,34,5,9.0,191043386.0,319921006.0
Alexander Block,34,1,3.0,57118093.0,187343026.0
Aleksa Sarai,34,3,3.0,2022560.0,2022560.0
Wei WANG,35,1,1.0,56592982.0,56592982.0
Vandana Kannan,35,2,4.0,74369675.0,133826898.0
Tobias Regnery,35,3,3.0,55896173.0,55896173.0
Tina Zhang,40,3,3.8,17245050.4,26744728.0
Shanker Donthineni,35,3,3.5,52541699.0,53558503.0
Santiago Leon,35,1,2.0,21783636.0,262754065.0
Samuel Holland,65,2,2.0,31624829.0,31624829.0
Rodolfo Giometti,35,1,1.0,267758883.0,267758883.0
Riku Voipio,35,2,2.0,22310798.0,22310798.0
Rakesh Pillai,40,4,6.083333333333333,70003868.91666666,86000208.0
Nimrod Andy,35,3,5.25,84614231.5,140971891.5
Jessica Yu,38,3,3.8,95793500.0,129829493.8
Easwar Hariharan,35,1,2.0,9122137.0,9580786.0
Chuansheng Liu,35,2,2.0,195149824.0,195149824.0
Chas Williams,35,1,1.0,89580.0,89580.0
Ayala Beker,35,2,2.0,13787237.0,13787237.0
Andy Zhou,35,2,2.0,2992424.0,2992424.0
Allen Hubbe,35,1,1.0,15614774.0,15614774.0
Tim Kryger,36,2,4.0,1739626.0,48353090.0
Sonny Rao,36,1,2.0,3326457.0,4766244.0
Shengzhou Liu,36,1,1.0,75882797.0,75882797.0
Sanchayan Maity,36,3,4.0,115758421.0,145536171.0
Richard Leitner,36,2,2.0,21017377.0,21017377.0
Rashmica Gupta,36,3,3.75,50760334.5,59031230.0
Philip Yang,37,1,2.6,3570580.8,14452211.0
Nikita Yushchenko,36,3,3.0,3053708.0,3053708.0
Nick Hoath,36,1,2.0,132994879.0,144458387.0
Mike Dunn,36,1,1.5,199345343.0,281714603.0
Michael Welling,36,1,1.0,13356648.0,13356648.0
matthieu castet,36,1,2.1666666666666665,58138241.5,250620476.5
Martin Kelly,36,4,4.0,37123190.0,37123190.0
Martijn Coenen,48,1,4.0,17163160.0,62336552.0
Manikanta Maddireddy,36,2,3.0,25421045.0,74186993.0
Luca Tettamanti,36,1,1.0,251170212.0,251170212.0
Laurent Dufour,40,3,3.5,38479969.5,38409932.0
Kristina Martsenko,43,4,4.0,13818747.0,13818747.0
Ian Rogers,98,1,1.3333333333333333,6765483.666666667,6765484.0
Honghui Zhang,36,4,6.0,80638483.33333333,100408112.0
Harish Kasiviswanathan,36,2,4.5,18612418.5,52147203.0
Frederic Danis,36,2,4.071428571428571,110809383.92857143,176675879.0
Andreas Noever,36,2,3.0,152603864.0,169528644.0
Alexander Popov,37,1,1.6666666666666667,2533039.0,7599109.0
Akshu Agrawal,44,3,3.0,10576511.0,10576511.0
Adam Litke,36,1,2.0,198651893.0,231121964.0
Weihang Li,50,2,2.5,11792837.5,11792838.0
Vijay Kumar,31,2,2.75,21525722.5,25222334.0
Subhash Jadavani,38,2,2.0,322016585.0,322016585.0
Sjur Braendeland,37,1,3.0,22865735.5,149862814.0
Sami Tolvanen,52,2,2.0,19014618.0,19014618.0
Robert Shearman,37,5,6.0,109832006.0,113661213.0
Peng Hao,38,2,2.0,7299697.0,7299697.0
Matt Helsley,40,1,1.0,6036086.0,6036086.0
Kent Yoder,37,2,3.0,276562135.0,304024833.0
Kelley Nielsen,37,1,1.0,36598057.0,36598057.0
KarimAllah Ahmed,38,6,7.0,55317052.0,55400521.0
Kamal Dasu,48,7,7.5,156843437.8333333,167844573.6666667
Joonwoo Park,37,2,3.0,21689309.0,27954317.0
John Allen,40,3,3.333333333333333,28154120.0,29833731.0
Helen Koike,42,3,4.0,51113480.0,59333598.0
Helen Fornazier,37,1,1.0,60221993.0,60221993.0
Harini Katakam,37,5,8.833333333333334,96854925.5,169208811.0
Haren Myneni,60,1,1.0,56721015.0,56721015.0
Ariel Levkovich,37,4,4.916666666666667,16471822.75,24022165.75
Tushar Dave,38,2,2.0,2948522.0,2948522.0
Todd Fujinaka,38,2,2.0,47855549.0,47855549.0
Sugar Zhang,38,2,2.0,45002686.0,45002686.0
Songjun Wu,38,2,2.083333333333333,74969354.58333333,75562612.0
Shiraz Hashim,38,4,14.5,296949689.5,537455411.0
Sameeh Jubran,47,1,1.0,1019581.0,1019581.0
Phong Tran,39,1,1.0,30616301.0,30616301.0
Mahesh Rajashekhara,38,2,2.25,64949531.5,66727405.5
Jun'ichi Nomura,37,1,1.5,241871261.5,369013124.0
Jukka Rissanen,38,3,3.5,89333832.5,127313476.0
Jacob Shin,38,2,6.666666666666667,479767852.0,647840494.0
Guido Kiener,38,4,4.0,4358282.0,4358282.0
Egil Hjelmeland,38,1,1.0,1643126.0,1643126.0
